"TransactionID			",Report Type,Status,ProcessLog,RunDate
This Is Start Line,This Is Start Line,This Is Start Line,This Is Start Line,This Is Start Line
General,General,General,Total Number of Transaction to be Processed:19,01-09-2023 01:11:58
General,General,General,Folder is Created at location for output folder:Data\Output\01-09-2023\GTORDER_112,01-09-2023 01:11:58
General,General,General,Output Report File Creation Completed,01-09-2023 01:11:58
General,General,General,Website Accessible,01-09-2023 01:11:59
,General,Process,Processing Transaction Number:1,01-09-2023 01:11:59
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:11:59
,General,Process,Processing Transaction Number:2,01-09-2023 01:12:05
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:12:05
,General,Process,Processing Transaction Number:3,01-09-2023 01:12:11
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:12:11
,General,Process,Processing Transaction Number:4,01-09-2023 01:12:18
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:12:18
,General,Process,Processing Transaction Number:5,01-09-2023 01:12:32
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:12:32
,General,Process,Processing Transaction Number:6,01-09-2023 01:12:38
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:12:38
,General,Process,Processing Transaction Number:7,01-09-2023 01:12:52
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:12:52
8,General,Process,Processing Transaction Number:8,01-09-2023 01:13:05
8,General,Process,Transaction Started for Transaction ID:8,01-09-2023 01:13:05
9,General,Process,Processing Transaction Number:9,01-09-2023 01:13:28
9,General,Process,Transaction Started for Transaction ID:9,01-09-2023 01:13:28
10,General,Process,Processing Transaction Number:10,01-09-2023 01:13:59
10,General,Process,Transaction Started for Transaction ID:10,01-09-2023 01:13:59
11,General,Process,Processing Transaction Number:11,01-09-2023 01:17:44
11,General,Process,Transaction Started for Transaction ID:11,01-09-2023 01:17:44
12,General,Process,Processing Transaction Number:12,01-09-2023 01:28:49
12,General,Process,Transaction Started for Transaction ID:12,01-09-2023 01:28:49
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,01-09-2023 01:33:18
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,01-09-2023 01:34:56
General,General,General,Reading Config File....,01-09-2023 01:35:06
General,General,General,Config Data has been added to dictionary,01-09-2023 01:35:11
General,General,General,Total Number of Transaction to be Processed:19,01-09-2023 01:35:16
General,General,General,Folder is Created at location for output folder:Data\Output\01-09-2023\GTORDER_113,01-09-2023 01:35:17
General,General,General,Output Report File Creation Completed,01-09-2023 01:35:18
General,General,General,Website Accessible,01-09-2023 01:35:25
,General,Process,Processing Transaction Number:1,01-09-2023 01:35:30
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:35:31
,General,Process,Processing Transaction Number:2,01-09-2023 01:36:09
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:36:10
,General,Process,Processing Transaction Number:3,01-09-2023 01:36:24
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:36:25
,General,Process,Processing Transaction Number:4,01-09-2023 01:36:38
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:36:39
,General,Process,Processing Transaction Number:5,01-09-2023 01:37:07
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:37:08
,General,Process,Processing Transaction Number:6,01-09-2023 01:37:20
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:37:21
,General,Process,Processing Transaction Number:7,01-09-2023 01:37:46
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:37:47
,General,Process,Processing Transaction Number:8,01-09-2023 01:38:11
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:38:12
,General,Process,Processing Transaction Number:9,01-09-2023 01:38:48
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:38:48
10,General,Process,Processing Transaction Number:10,01-09-2023 01:39:12
10,General,Process,Transaction Started for Transaction ID:10,01-09-2023 01:39:13
,General,Process,Processing Transaction Number:11,01-09-2023 01:43:46
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:43:47
,General,Process,Processing Transaction Number:12,01-09-2023 01:44:25
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:44:25
,General,Process,Processing Transaction Number:13,01-09-2023 01:44:39
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:44:39
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,01-09-2023 01:46:41
General,General,General,Reading Config File....,01-09-2023 01:46:48
General,General,General,Config Data has been added to dictionary,01-09-2023 01:46:49
General,General,General,Total Number of Transaction to be Processed:19,01-09-2023 01:46:50
General,General,General,Folder is Created at location for output folder:Data\Output\01-09-2023\GTORDER_114,01-09-2023 01:46:50
General,General,General,Output Report File Creation Completed,01-09-2023 01:46:50
General,General,General,Website Accessible,01-09-2023 01:46:50
,General,Process,Processing Transaction Number:1,01-09-2023 01:46:50
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:46:50
,General,Process,Processing Transaction Number:2,01-09-2023 01:46:57
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:46:57
,General,Process,Processing Transaction Number:3,01-09-2023 01:47:04
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:47:04
,General,Process,Processing Transaction Number:4,01-09-2023 01:47:10
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:47:10
,General,Process,Processing Transaction Number:5,01-09-2023 01:47:23
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:47:24
,General,Process,Processing Transaction Number:6,01-09-2023 01:47:30
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:47:30
,General,Process,Processing Transaction Number:7,01-09-2023 01:47:44
,General,Process,Transaction Started for Transaction ID:,01-09-2023 01:47:44
8,General,Process,Processing Transaction Number:8,01-09-2023 01:47:57
8,General,Process,Transaction Started for Transaction ID:8,01-09-2023 01:47:57
9,General,Process,Processing Transaction Number:9,01-09-2023 01:48:22
9,General,Process,Transaction Started for Transaction ID:9,01-09-2023 01:48:22
10,General,Process,Processing Transaction Number:10,01-09-2023 01:48:50
10,General,Process,Transaction Started for Transaction ID:10,01-09-2023 01:48:50
11,General,Process,Processing Transaction Number:11,01-09-2023 01:52:37
11,General,Process,Transaction Started for Transaction ID:11,01-09-2023 01:52:37
12,General,Process,Processing Transaction Number:12,01-09-2023 02:02:26
12,General,Process,Transaction Started for Transaction ID:12,01-09-2023 02:02:26
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,01-09-2023 02:15:29
General,General,General,Reading Config File....,01-09-2023 02:15:36
General,General,General,Config Data has been added to dictionary,01-09-2023 02:15:38
General,General,Failure,Data Reading Failure,01-09-2023 02:15:39
General,General,General,RPA {Your Process} Process Interrupted due to :The process cannot access the file 'C:\Users\admrpad2\Desktop\GT_Order_Process_merged_new\GT_Order_Process_merged_new\GT_Order_Process\Data\Input\InputMaster.xlsx' because it is being used by another process. at: Read Range - Input data,01-09-2023 02:15:45
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,01-09-2023 02:16:06
General,General,General,Reading Config File....,01-09-2023 02:16:13
General,General,General,Config Data has been added to dictionary,01-09-2023 02:16:14
General,General,General,Total Number of Transaction to be Processed:4,01-09-2023 02:16:15
General,General,General,Folder is Created at location for output folder:Data\Output\01-09-2023\GTORDER_116,01-09-2023 02:16:15
General,General,General,Output Report File Creation Completed,01-09-2023 02:16:15
General,General,General,Website Accessible,01-09-2023 02:16:15
8,General,Process,Processing Transaction Number:1,01-09-2023 02:16:15
8,General,Process,Transaction Started for Transaction ID:8,01-09-2023 02:16:15
9,General,Process,Processing Transaction Number:2,01-09-2023 02:16:39
9,General,Process,Transaction Started for Transaction ID:9,01-09-2023 02:16:39
10,General,Process,Processing Transaction Number:3,01-09-2023 02:17:08
10,General,Process,Transaction Started for Transaction ID:10,01-09-2023 02:17:08
11,General,Process,Processing Transaction Number:4,01-09-2023 02:20:54
11,General,Process,Transaction Started for Transaction ID:11,01-09-2023 02:20:54
General,General,General,RPA GT Order Processing Completed.,01-09-2023 02:30:11
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,01-09-2023 03:26:20
General,General,General,Reading Config File....,01-09-2023 03:26:28
General,General,General,Config Data has been added to dictionary,01-09-2023 03:26:29
General,General,General,Total Number of Transaction to be Processed:4,01-09-2023 03:26:29
General,General,General,Folder is Created at location for output folder:Data\Output\01-09-2023\GTORDER_117,01-09-2023 03:26:29
General,General,General,Output Report File Creation Completed,01-09-2023 03:26:29
General,General,General,Website Accessible,01-09-2023 03:26:29
8,General,Process,Processing Transaction Number:1,01-09-2023 03:26:30
8,General,Process,Transaction Started for Transaction ID:8,01-09-2023 03:26:30
9,General,Process,Processing Transaction Number:2,01-09-2023 03:26:50
9,General,Process,Transaction Started for Transaction ID:9,01-09-2023 03:26:50
10,General,Process,Processing Transaction Number:3,01-09-2023 03:27:15
10,General,Process,Transaction Started for Transaction ID:10,01-09-2023 03:27:15
11,General,Process,Processing Transaction Number:4,01-09-2023 03:30:50
11,General,Process,Transaction Started for Transaction ID:11,01-09-2023 03:30:50
General,General,General,RPA GT Order Processing Completed.,01-09-2023 03:38:51
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,03-09-2023 12:22:05
General,General,General,Reading Config File....,03-09-2023 12:22:13
General,General,General,Config Data has been added to dictionary,03-09-2023 12:22:14
General,General,General,Total Number of Transaction to be Processed:5,03-09-2023 12:22:15
